Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10
Gene33	3.39230435624824	3.5469627685327	4.0827991656144	4.5454217490056	3.46043070320092	7.51107323483063	6.17425643846313	6.07971184107576	5.72679538965564	6.7061708928081
Gene34	7.27709446432737	6.70298682188585	6.65087450679487	7.26238844504677	6.46191331471045	5.83075924661554	5.78445141796688	5.61483165664691	5.95633778256106	6.45815323351469
Gene35	4.90644593052388	5.67704389429304	5.18786875793276	6.56565900369375	4.85843168442983	7.28937498098896	6.81363938139055	4.9481437602222	5.26415207464732	5.67189778104698
Gene36	2.99763993048362	3.25663924764774	4.10696182187316	3.93030503969948	4.97869799955	4.42825770456563	4.23692782153663	5.47429356396172	5.68753288164519	6.71621255977836
Gene37	3.59408384781653	3.27373387078099	3.55433993296095	2.9403983134303	4.6511910417167	2.65733883015043	4.05103414586452	3.00615130144376	3.45015893424807	3.25000590329025
Gene38	-0.0862414986667359	1.56876996300575	0.420282714393841	0.69386274469678	0.184449849817559	0.209676925859309	-0.0573065509653032	0.152049879751756	-0.0836795358073527	0.251717528142482
Gene39	0.0898769810338107	1.26152880128717	0.5420076614859	0.11752977791606	0.326863083934474	0.102242649611278	0.603889268671869	0.299713921678948	0.789704983618666	0.780843303302077
Gene40	6.83660884929433	6.08174549595419	5.06860409224681	4.9174034144259	6.13329104669067	9.70546192289226	8.81865756243661	9.19973961087203	8.3606586163399	8.72699974623638
Gene41	1.48849057992409	1.86942044374855	0.0953336082370951	0.120681423533532	0.377502183701651	0.625640912973716	0.441289463960628	0.331930533016057	0.357895454778442	0.116886153310263
Gene42	2.01459218754704	3.49235305085951	1.23966957653045	0.705795770189178	1.06589071537876	1.63210931980262	1.05606703707372	1.32915358469698	0.941086354492134	2.02515298724623
Gene43	3.42792733413476	3.63019976927975	4.09197752883463	3.00746521538279	2.42570670232272	4.02467085708793	4.50244410443167	3.22806298628366	3.38739691890106	4.75958653898987
Gene44	0.148031319259752	0.511626286405514	0.172393175885649	0.2094636873014	1.12388204862171	0.776751172202069	2.39564366986451	0.44021652202361	1.96594479038039	0.203969597645916
Gene45	4.97532725284777	4.53113825493444	5.4657131485248	4.27388799669197	3.08268511753812	6.34942148930289	4.88625362741149	6.54277660412471	5.35585236366739	6.04501477714458
Gene46	6.53943757595442	5.681591431084	6.02900910859844	7.3803468272394	5.25667199112428	6.2130643173281	6.42313690680717	5.58436771382507	6.64493947021855	6.30024168298671
Gene47	3.13800866467077	2.70857515394759	2.43016388772952	1.81702431050496	1.66979633663418	1.49225224676056	3.25721698934161	2.54529610642774	1.83607803781333	2.55938909334687
Gene48	-1.13100829228681	-1.12764421602756	-1.12774020380702	-0.873021607608815	-0.945867403277899	-0.908335218786028	-1.11763216267101	-1.1324154632801	-0.406743972000596	-1.11730718708912
Gene49	0.354833479563195	1.19968281762295	0.945157317954337	0.861701151369837	0.580836819516982	0.368043597505431	0.849723235781343	1.09290205967552	1.24063023613191	0.643889757334882
Gene50	2.56899627433479	3.02188978359119	2.50424430310741	2.16670791118526	1.64388758386096	3.14769706175696	2.14609121066775	2.59356351421037	1.97086495837296	1.23399866178097
Gene51	4.39042154857918	3.62300490095228	3.12870106363946	3.66873793872347	4.09981118962525	3.63927436924569	3.27932944804905	4.40909176798497	3.6389152317527	4.32311719028905
Gene52	1.19111585847685	1.19254065915333	0.718390687153785	0.121986617374068	0.336040775141933	0.561389531960084	0.119065346055854	0.088081355632507	0.328748251036096	0.399808546079674
Gene53	2.30922942087306	1.89707148302405	2.76307136365859	3.03137737327634	2.49604526213307	1.66246529464	3.64192060441949	2.99765809490225	3.65295344675087	3.88776361890123
Gene54	1.96090046728227	4.26312562443154	3.1617475110662	4.73079198682337	4.09428761838255	2.26586744343555	1.95944789592702	2.50278082032352	1.76791585713055	2.55333995967657
Gene55	2.12976522587803	1.55358589858606	1.3411417278775	1.171693120081	1.20350683579857	0.7499755007926	1.84210292321933	0.994912244703064	2.80813456020615	3.64070252641502
Gene56	8.11359029007579	8.84437241147088	9.51971486837561	8.33462255141447	8.14902762892164	6.20219798514678	6.97247598088002	6.39867137213387	6.27350143853241	6.96546723368997
Gene57	-1.15557036528128	-0.86560442260047	-0.469295222179944	-1.12837969807903	-0.584654439650366	-1.14863999208628	-1.1336406651141	-1.15818685916363	-1.15434629988394	-0.824977738879835
Gene58	5.13592760907444	5.98578989449311	4.74658369340716	6.52850568553738	4.16539583369074	3.57670882395916	3.73272419718593	3.77252158649225	3.93224641233986	4.17985051087087
Gene59	6.48572857439547	6.719192611633	6.93351610060279	6.71027674605335	5.03740724632206	6.56261023551913	6.22864021861891	6.82590643802697	6.09172727050224	6.86269904978433
Gene60	-0.328263823238953	-0.106975469452709	0.337450077398304	-0.313274104626123	-0.129982377711401	0.072083440764384	0.119501757776931	-0.145909296314836	0.0330863642048194	-0.314685219254823
Gene61	1.16616970206875	1.54303976668358	1.88494863462217	1.65410887823338	1.03550074804023	1.89877621004869	0.777050542297691	2.25012709443165	1.1777081980678	1.06879994555906
Gene62	0.811497991921107	1.41668508148433	1.78526361408069	1.25397712141706	1.2926545725396	1.94608575773294	3.02969827301339	1.0846892866732	3.15728561396889	2.68850805301608
Gene63	5.22757848099351	5.73354253860194	6.49842486621487	6.89964494230947	5.86648218094584	6.51344739610838	6.60826351168703	6.04161116325775	6.7215157332141	6.63444372754904
Gene64	3.41310563358514	4.27455888209225	4.83458005392492	4.695455821252	4.1086681186531	4.77008294368302	4.30517137471442	3.69772590205099	5.07211828460112	4.5422381644389
Gene65	1.74982368620477	1.73901595224986	1.31684004545122	0.637935122282253	2.50373349174152	1.32786486881869	1.40839375435321	0.829792401165817	0.580233723994935	1.20791563350952
Gene66	1.90152184050045	-0.229225200331584	1.22110538261868	-0.202087692090461	0.0868236158307467	-0.226959086251139	-0.206553072698886	0.0457149215698937	0.0740496482802287	-0.206194001223244
Gene67	2.06601631705004	2.38478365735239	1.77180258660963	1.41534647659614	1.16399988221064	1.65612857567992	0.891612985154421	1.5367610774149	1.44626029446821	1.74132428279769
Gene68	2.81603973197319	3.42649742662162	3.28197680868838	4.54466651105274	3.65570500602152	3.50695735860122	2.37741712023161	2.76250850850762	3.70415733321973	2.55814388103866
Gene69	1.6546779037831	2.45013541536221	2.44671172980645	3.42082851114614	3.26171345489423	5.12003484221769	3.05458181366467	3.94264792690318	5.42043408934581	5.57110918760957
Gene70	4.44715145210789	3.31144843222653	3.23093884199715	2.90411768670635	4.06517022086701	3.32687813176135	2.74277222348617	2.97130994355774	3.20872960555884	3.11039014260389
Gene71	6.65401583098683	6.9547745149171	6.2501407274106	6.22525926617219	6.61240713126053	5.57223612969147	5.72830235078547	6.03986556667213	6.11596888295686	5.70815700485919
Gene72	2.2643853998889	2.61079816048724	2.53248555049022	2.17552491433098	2.02296384215216	1.09775286878479	2.15452592315119	2.21957652639304	1.32724863761533	2.15621536153713
Gene73	-0.109201844436972	1.5136111301365	0.210125518990703	1.5003568899401	0.192702051970776	-0.0915201184683549	-0.0740107078564673	-0.11595579612483	0.178582537378884	0.262166035345741
Gene74	3.43531811838917	2.31997529505112	2.19290753307024	3.29263943818322	1.66013783622768	1.47638217311085	1.99249987446904	2.69103969320633	2.34743703248472	1.99407104322098
Gene75	1.47023279250874	2.50444682695049	1.90419453251612	1.93276452757439	1.02672955541451	1.69352895898985	0.745849263786502	0.682255297303533	1.48627335697219	1.0540678267464
Gene76	5.58522454156414	4.55715465765641	4.72536468335467	4.65589936006593	2.8452401939113	4.71581106347169	4.48975047435233	4.4370357705546	4.50470429627681	4.62384147211788
Gene77	3.41539487989807	2.04209115886148	2.33814667160295	3.09555800959963	2.38727887822107	2.47619409741942	3.40271251687549	2.2008289346275	2.4897952000374	2.45902439264733
Gene78	1.8491060117519	1.41025282834714	1.07408016525841	0.920311771417045	0.865334258357305	1.08297554771452	1.34213541818958	0.541289616238443	0.819657626764183	2.44359829524879
Gene79	4.71250165100154	3.63376888583319	3.29637209678728	3.14493990017764	3.48567965929542	4.66347645338382	4.28020820386597	4.95139980670073	4.20787101857857	4.69701609370957
Gene80	1.808567795338	2.86129522560952	3.10585314247337	2.93018158327115	2.8873900678406	3.04746871863497	4.31771962931505	1.77172030532464	2.67153636447698	2.9054210611841
Gene81	2.68170519494906	2.98830310763772	1.00436778532192	2.65218228337179	3.01033031912565	1.56105021119182	1.38403991182071	1.78356497329946	1.84148769284769	1.84901194648706
Gene82	6.10993140200206	6.20401322697515	5.27697349788677	5.75966919133995	3.91378287134795	4.54956924708904	5.20125796084231	5.28131444970118	5.73717213193106	5.29337310535946
Gene83	-0.152863557594166	-0.126282766314055	-0.33588159293002	0.105278447673861	-0.149087673082912	0.0486036613715796	-0.328709533853287	0.111996834965941	0.14465406370584	-0.328595271808669
Gene84	1.30681871239252	1.14440721761615	1.37050692461892	1.66889440244398	1.79203001700292	1.15061839152081	2.6419257332202	2.72679071177425	2.18894136341108	1.20754458453682
Gene85	4.71490531093699	5.64970449366524	4.1336289676907	5.46821397559256	4.80674449481636	2.42513081003285	3.6025942388809	3.52502155037394	3.32026368940523	2.74412314111641
Gene86	6.19692312308742	5.79732623783594	4.74877270930719	6.34731616011306	5.72937493944924	6.85088473620287	7.05500752279277	6.72247130144902	8.02317322058861	7.13994011141582
Gene87	1.8013465654741	1.40715465394124	1.40530500566877	2.15251200443523	1.26784495352263	1.1841637062417	2.99510065978072	2.61961978730235	1.136101265198	1.8579843021798
Gene88	3.79423885794767	3.01991806749748	2.81136538601702	3.19465763653697	3.63971570957542	2.05110204945303	3.69847348899378	4.46301533495349	2.33042853398146	3.26143683191626
Gene89	7.81180349363226	8.0056592302159	7.41414929107385	7.30828834633052	8.0827873903121	7.71613333718936	7.37780823448689	7.22390931059542	8.3880487943419	7.83225943506519
Gene90	1.34078904648709	1.08282204880906	1.86822903734683	3.35490441422813	1.64328740190524	2.05739827506609	3.32482738106072	2.046992556947	3.27605732716549	3.64221009593175
Gene91	5.3999684819325	5.41726238107609	4.2687814613723	5.58172200861086	4.26804890216147	6.40394547419344	7.07272750148529	5.66307237321607	5.71157611699446	7.0609402021865
Gene92	0.176363769283484	0.844147778168413	0.458899378577382	1.81582126157282	0.444268761653165	0.192587105094375	0.736224186647539	0.75148297143718	0.628000458642643	0.507420396917889
Gene93	1.51806889606044	1.99667842009671	1.32260922362218	2.22305290769157	0.948809093732704	0.946293429748361	1.40733049651895	0.880423385292969	0.907161236397847	1.22228678882101
Gene94	3.19040601882917	3.72114206611445	3.49798781815969	2.7621559019167	3.70961511521337	4.18144649389697	4.55675301932015	5.16670361929291	5.8063984211259	3.04432254461941
Gene95	4.24726453839396	4.19254162503738	4.1103912111523	3.04397591464799	4.97154097745612	2.75898463133543	2.39694463662614	3.14666356638132	2.64742378681158	2.74776614369756
Gene96	5.11162235718786	5.64791730391237	5.02877999918998	5.80056418084614	5.26625607983464	7.0626065910052	7.13187755982037	7.30821507731305	7.0382101236083	7.39436442874157
Gene97	3.379657576556	3.81533208593404	4.84165768427729	4.01867075239748	2.73150233460895	4.91895590736949	4.91416520484585	4.30784506837059	4.82484853005273	5.06200929643063
Gene98	4.5663117246078	4.77459172388433	5.73194913093044	5.20005732302442	5.74101592191759	7.67081558671839	6.70156436550544	6.64741658246412	6.97410554365131	6.76691604605286
Gene99	1.41092116383505	1.92831262478353	1.33740024221341	2.0676422168359	1.52535660163165	1.62711806891174	0.711860508303568	1.08247436877152	0.669508123847288	1.23678909670639
Gene100	2.87799881094146	2.04766017305343	1.56412220591315	1.10112005938067	2.42053416054233	2.90528010264588	2.15838695222444	1.6396267213939	1.8415424351915	2.01544466938916
Gene101	3.62235121545064	3.31370721800403	2.5538810133329	2.24750743501548	1.98485840661424	1.93224876778365	3.26085465567902	3.38908778187302	2.47098932038462	3.74456273715659
Gene102	1.37654784099867	1.45742482470938	1.18354068057032	1.69500896059744	0.804879114656149	1.86013178700893	1.08237585013993	0.522990212029623	0.777322220737237	0.570250758843148
Gene103	6.03308894502329	4.92140536742943	5.11190964957329	3.94997684319816	5.55257341937652	4.46624283429767	5.07979031172975	4.82795557898084	4.18242011452466	5.01846817299513
Gene104	3.28675443671098	2.32907684755038	3.46422767491968	2.71561403728985	3.41306251834246	1.42779052224956	1.98228547946125	1.02911342937834	1.80351735614263	2.16540718826586
Gene105	6.58637103291083	5.9461383420342	7.78999925551448	5.24802635727888	6.67202538918585	9.09400701148374	9.05367077270305	8.39716689184644	8.90176355856037	9.09551914193277
Gene106	6.12210540000316	5.68506752847452	6.02376557926046	5.32040147292822	5.1583339103649	6.5418123091758	7.78611736819773	6.94182189565662	7.33402442449039	6.85397265770781
Gene107	1.98238441114032	3.46597029078654	2.07384647586336	3.84652780006953	4.09201216378908	4.2431156927253	4.07530613431148	3.05629687003696	3.5962963211538	3.21985384528496
Gene108	5.96206053845814	5.25661747764776	4.91483820602442	6.45582045706246	5.73564059036296	7.33684531999744	7.46584365015346	7.4518817014233	6.35503804769613	8.10014086159407
Gene109	4.62277246363501	3.33729502427303	4.64835548048116	3.126965700167	4.20364390284144	3.1767888167314	2.83911984606313	3.4860460840139	3.30968038691391	3.57623625062508
Gene110	5.30085099890752	5.98582105163354	6.04432939021556	5.24053266260051	5.87052008777401	6.68224759842985	6.51836355290164	6.28499486757364	7.73265308931302	7.40948555670356
Gene111	0.270450502993889	0.285516219082664	1.31699887374015	0.308074001414455	0.537731928148952	1.68833444511007	0.598543001815503	0.683562460264055	1.2509907151522	0.826872211253048
Gene112	4.28777343731978	4.78237445585285	4.66511013106285	4.41543711103612	5.17272975515668	3.04878744500419	3.75255522629861	2.59409711602679	3.31888704717516	3.59431356599457
Gene113	6.69274866945696	6.00193955020683	5.61647771655267	5.23814384416745	5.82883914388671	6.78911981723398	7.05458845347328	7.00026492820368	7.91811022053593	7.03210761985116
Gene114	2.67376351560545	1.56576372176428	3.92212917561505	3.66167819127038	1.85304935172812	2.98034824360199	1.65087245515214	2.78657029107898	2.11110365324784	3.52405418710094
Gene115	5.69247100748308	5.81445464645704	5.9056575083415	6.46232713398027	5.45641304296112	5.67532349878005	5.19084833854935	5.8200448145169	5.24813573417598	4.72810209062896
Gene116	4.04681971083299	3.76004281404603	3.61553387152646	2.6219160442996	2.62293497976641	4.87437213096584	4.05956036327997	5.35045604998694	5.27155952592714	4.74092979341621
Gene117	2.96847013788127	2.93164348719317	4.27854311333084	5.19318601031015	1.84369825383608	1.75765887229498	2.75892770709686	2.30328627037641	1.88987078555875	1.56851496053907
Gene118	4.30184831877714	5.74600729529745	4.77949337017805	4.58225639731016	4.73019848468312	5.431158645448	5.95969559005966	5.19125210063026	5.81973995348456	5.34598826552528
Gene119	7.29702603855448	7.66417187209884	7.34395244450369	6.53672174583348	6.34816395961936	4.15898135223892	4.57066490879817	4.24151188153014	4.13367221173938	5.33644784213086
Gene120	5.99055620745702	5.73779518290904	4.6618798767809	5.49092340119702	5.51190127648068	8.46132890645386	7.61473653654548	9.05762258897732	8.38765526433235	8.66608365557407
Gene121	-1.14378891924385	-0.82509211491988	-1.31468298492462	-1.09177761292242	-1.15747000567663	-1.312540442732	-1.29721617082008	-1.31954186583638	-1.31810491457773	-1.29695177379536
Gene122	7.82853034562618	6.15276214219933	7.12105269676728	7.39941434676539	7.32349661195242	8.38436381484816	8.13431813429545	8.83020924693073	7.76403171511991	9.18738734985856
Gene123	4.48396692492707	4.15914286733571	3.33094907248566	3.74293416269703	3.27868273769379	3.80915662980403	2.84186900988224	4.19084935657816	3.44627418714348	2.84395800145254
Gene124	3.94805409583034	5.08969617589531	5.17822089385947	4.31345829740674	4.67716326798221	5.61624687174543	2.48517255230718	3.76788199730582	5.36449448351743	4.43778871135017
Gene125	2.61440158563506	2.0467418839249	0.883912194385443	1.80872975159919	1.20774802934729	1.95289246507859	1.4383203878002	1.70043571505639	2.22455099124595	0.914314590759012
Gene126	6.15999653201695	5.56560914802016	6.02493129046105	5.40990751119023	6.38412689925093	6.09247508975802	5.76349821326331	4.93709666947379	5.36702858981519	5.86732535351818
Gene127	5.7406089758233	6.00451591144645	6.26226844515527	6.23154697460983	5.81011064547774	7.55395185971829	7.80003973240106	7.41102394679261	8.60012112031135	7.52037148923243
Gene128	5.26164269387277	5.7426239323326	5.40329538001196	5.04663924447996	5.90099895090682	3.97138347861017	4.42926800964896	4.074105627491	4.31579669672304	4.75675001455217
Gene129	3.96814924574233	4.60641014839731	5.24199236454735	4.86773575341339	5.21649566041469	4.77608063004333	5.46253892388156	5.53380630813972	5.1618458477408	5.71932810525028
Gene130	4.71703062061575	4.18217163255617	4.06879197037796	4.28539232833318	2.86699768023744	5.37775009373744	5.73657289129774	4.19269015118002	5.28444518461679	5.31150060193564
Gene131	7.08544773362116	6.33147448021114	6.78655279065813	5.66828572423905	5.94187423732852	7.09336288532483	5.95529554196037	7.11115968762969	7.04594871362215	7.72065005836381
Gene132	4.52801966003442	5.31593001744017	5.69466980254028	5.66362891715409	3.66587867008419	3.97220320617024	4.64403099050155	4.27488341994927	4.49026539178185	3.76185727927038
Gene133	5.64639412068866	5.90574150994603	5.93412053214135	5.14021652759003	5.35584760545654	6.45341836266819	6.52137035809411	7.15213734229306	6.48606547115828	6.49997789742846
Gene134	-1.85403024483361	-1.94263658856732	-1.94282589971373	-1.83747816225621	-1.86852517060179	-1.94181330871886	-1.93457087503678	-1.95268483073742	-1.94815584997845	-1.93444591784937
Gene135	4.04362617825394	5.30791742061293	3.8391589678191	4.40022432815246	3.94557153348332	3.26735287842659	3.06659183140741	3.69159306311246	3.83839437593705	3.95329993572027
Gene136	4.79609980796592	5.61773109941071	5.22950137674351	3.69299083759921	5.15422358852923	10.9575009488963	10.2673394924795	10.5575675306319	11.9003642718038	10.3184985803337
Gene137	3.12319910237845	2.80832403442189	2.4924229550594	2.18403971517969	3.37331879296297	2.82231841066064	2.62234522861513	1.52605353106546	3.83833521025883	2.33981652648181
Gene138	-0.052606296766424	-0.0380243280297527	1.06607972698722	0.558501092149172	1.20338015772008	-0.0362319843544569	0.907679743507475	0.397972272207697	-0.0497017311483152	-0.0196315429810613
Gene139	4.17654749370141	4.17209281116185	4.63651031111039	4.64823650588818	5.09970784171285	5.69950407930419	5.13901477413844	5.56183650400628	5.89075343091249	5.36508174126677
Gene140	3.48448509063987	2.1301483945062	2.64771503996044	2.52030455422496	2.52876569282347	2.38198618238392	2.37801198123489	1.30511435521221	1.05817452518696	1.71797576400454
Gene141	3.45643587939702	3.86634638233509	3.13445664041459	3.10300990506931	2.87568068693864	3.0557764152454	3.54034232196368	4.45577540734703	4.19085446842062	3.68636348576618
Gene142	6.69426878692355	7.05643415896555	7.49343941107915	6.65416955379172	6.32186791866841	6.55471001476807	5.43973694946039	6.70946717609688	6.20826207934022	6.17911795092582
Gene143	1.96722136843207	2.82689999939821	2.89956274017483	2.35452063447157	3.89384132247333	1.70087253658016	1.78577739739879	2.48947347654683	2.12929900426889	1.78726182720774
Gene144	-0.736248312428737	-0.705242951007608	-0.971435596328875	-0.962126039159947	-0.741803615351985	-0.970516878414735	-0.963657322902529	-0.979854684548345	-0.976105879502007	0.264003175122039
Gene145	4.50714009193214	4.57139872787306	4.8261885893179	4.49530838850175	4.97937715998264	2.61266444256073	2.73928716617693	3.56937364012471	4.47863862077068	2.55492832589028
Gene146	3.03637815108495	3.44822715578851	1.13150329279818	1.77972299254356	1.62818358925852	2.93737378554682	2.99568629513313	2.03476055903448	2.0976823935277	1.97031716691555
Gene147	-0.734274829868956	-0.382930847542232	-0.928054942459746	-0.92174609077943	-0.738359867603352	-0.92743811417623	-0.922792712118002	-0.240216486978537	-0.931171074466742	-0.92270895360702
Gene148	5.73026525923703	5.77344187771369	6.26324881874082	6.46914414091323	5.24288482495212	3.50368957464249	3.66127914117504	3.35870268562258	3.54157200723884	3.66400656791154
Gene149	2.53343626657368	2.64313205636631	3.102356879673	2.69386778414088	3.48004219260878	2.01788983207612	1.90962061638985	2.65416207926381	1.94123550542617	2.67114248021161
Gene150	1.93495562673151	3.19239330540483	3.88803691929543	3.9924265692369	1.63024546622259	1.65077410584766	2.80796151493897	1.51704119311717	1.31761363986433	1.74397437171734
Gene151	4.7633368350897	4.25480558544022	4.59100007445103	5.2564928111381	3.12743884741762	5.93433630107502	6.4979668660742	6.12504303405544	5.4204008584515	6.76767024134135
Gene152	4.80016104416872	4.96408861212922	5.16573995524117	5.55589671946608	5.19841460077938	6.36353429710212	4.82375905529909	6.11305319093248	5.30406812887967	5.9122682969456
Gene153	4.69090985960361	2.73974756957241	3.69811868803623	4.05321377486271	2.26298762558258	3.08070420761541	3.21390114533178	2.6859420643938	3.1374191732139	3.97405639793297
Gene154	3.50435948175917	2.26490923930051	1.60926346766047	2.00190769204712	1.97612249651698	4.04469971748405	2.55369781647407	3.10167978939156	3.37387347260529	4.62885666240374
Gene155	7.32711523472709	8.28914221107267	8.04260192526328	6.13864058980662	6.81819787174751	7.18093490095155	7.59021055856289	7.43562429615205	7.56813081887113	7.43657590312432
Gene156	2.80994502008301	3.29877468269313	2.01300607534078	3.99916213432004	3.43111014143723	3.81448369185164	4.49749566974662	2.52807631226163	1.93801148408055	4.65427135403939
Gene157	-1.94849182618019	-1.94177574188592	-1.84946876350557	-1.93246880996566	-1.87003320156266	-1.8484885386998	-1.93396783867632	-1.9515028047172	-1.94711858709402	-1.9338468755872
Gene158	6.04277225046231	5.35738767953528	6.45271440700271	6.66794294868138	5.83571763898156	6.99103555088234	6.84580339674651	7.43075250842258	7.1557978677677	6.64335761297375
Gene159	2.73377954911263	3.46350383882002	3.57994234268964	2.48036307505067	3.07421960195713	1.23433229598987	1.30936492549129	1.12495749529975	0.835713129961119	0.935862521376708
Gene160	3.28457193645828	2.86318384386323	3.46350406478813	2.92982641869427	3.18768035036185	1.94443690373238	1.78364756199537	3.22719978750612	3.00578908615318	2.68317331801538
Gene161	0.326845196343121	0.964572574846799	1.61213763372663	1.05699621288384	0.581200399680675	0.804147868905907	1.19422425566162	0.32080558380368	1.04981665600648	0.359162977732027
Gene162	3.84896606703659	4.90253702458829	4.42909733034068	5.42498680367553	5.47872179429977	6.85234750027096	6.84687639092171	7.33144161695494	5.21143363191698	6.81343202405081
